question,answer,source_link,topic
Câu hỏi Câu hỏi 17 :,"Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người Việt Nam được quy định tại Điều 5 Nghị định 109/2016/NĐ-CP như sau: 1. Đơn đề nghị cấp chứng chỉ hành nghề theo Mẫu 01 Phụ lục I ban hành kèm theo Nghị định này. 2. Bản sao hợp lệ văn bằng chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị cấp chứng chỉ hành nghề, cụ thể như sau: a) Văn bằng chuyên môn y; b) Văn bằng cử nhân y khoa do nước ngoài cấp được Bộ Giáo dục và Đào tạo công nhận tương đương trình độ đại học nhưng phải kèm theo giấy chứng nhận đã qua đào tạo bổ sung theo ngành, chuyên ngành phù hợp với thời gian đào tạo ít nhất là 12 tháng tại cơ sở đào tạo hợp pháp của Việt Nam theo quy định của Bộ trưởng Bộ Y tế thì được coi là tương đương với văn bằng bác sỹ và được cấp chứng chỉ hành nghề với chức danh là bác sỹ; c) Văn bằng cử nhân hóa học, sinh học, dược sĩ trình độ đại học và phải kèm theo ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người Việt Nam bao gồm những giấy tờ gì?,"Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người Việt Nam được quy định tại Điều 5 Nghị định 109/2016/NĐ-CP như sau: 1. Đơn đề nghị cấp chứng chỉ hành nghề theo Mẫu 01 Phụ lục I ban hành kèm theo Nghị định này. 2. Bản sao hợp lệ văn bằng chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị cấp chứng chỉ hành nghề, cụ thể như sau: a) Văn bằng chuyên môn y; b) Văn bằng cử nhân y khoa do nước ngoài cấp được Bộ Giáo dục và Đào tạo công nhận tương đương trình độ đại học nhưng phải kèm theo giấy chứng nhận đã qua đào tạo bổ sung theo ngành, chuyên ngành phù hợp với thời gian đào tạo ít nhất là 12 tháng tại cơ sở đào tạo hợp pháp của Việt Nam theo quy định của Bộ trưởng Bộ Y tế thì được coi là tương đương với văn bằng bác sỹ và được cấp chứng chỉ hành nghề với chức danh là bác sỹ; c) Văn bằng cử nhân hóa học, sinh học, dược sĩ trình độ đại học và phải kèm theo ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 18 :,"Điều 19 Luật Khám bệnh, chữa bệnh quy định điều kiện để cấp chứng chỉ hành nghề tại Việt Nam đối với người nước ngoài, người Việt Nam định cư ở nước ngoài bao gồm: 1. Đủ điều kiện theo quy định của Điều 18 Luật Khám bệnh, chữa bệnh đã trả lời trong câu số 16 ở trên. 2. Đáp ứng yêu cầu về sử dụng ngôn ngữ trong khám bệnh, chữa bệnh quy định tại Điều 23 của Luật Khám bệnh, chữa bệnh, cụ thể là. a) Người nước ngoài, người Việt Nam định cư ở nước ngoài trực tiếp khám bệnh, chữa bệnh cho người Việt Nam phải biết tiếng Việt thành thạo; trường hợp không biết tiếng Việt thành thạo thì phải đăng ký ngôn ngữ sử dụng và có người phiên dịch; b) Việc chỉ định điều trị, kê đơn thuốc phải ghi bằng tiếng Việt; trường hợp người hành nghề không biết tiếng Việt thành thạo thì việc chỉ định điều trị, kê đơn thuốc phải ghi bằng ngôn ngữ mà người hành nghề đã đăng ký sử dụng và người phiên dịch phải dịch sang tiếng V",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Điều kiện để cấp chứng chỉ hành nghề tại Việt Nam đối với người nước ngoài, người Việt Nam định cư ở...","Điều 19 Luật Khám bệnh, chữa bệnh quy định điều kiện để cấp chứng chỉ hành nghề tại Việt Nam đối với người nước ngoài, người Việt Nam định cư ở nước ngoài bao gồm: 1. Đủ điều kiện theo quy định của Điều 18 Luật Khám bệnh, chữa bệnh đã trả lời trong câu số 16 ở trên. 2. Đáp ứng yêu cầu về sử dụng ngôn ngữ trong khám bệnh, chữa bệnh quy định tại Điều 23 của Luật Khám bệnh, chữa bệnh, cụ thể là. a) Người nước ngoài, người Việt Nam định cư ở nước ngoài trực tiếp khám bệnh, chữa bệnh cho người Việt Nam phải biết tiếng Việt thành thạo; trường hợp không biết tiếng Việt thành thạo thì phải đăng ký ngôn ngữ sử dụng và có người phiên dịch; b) Việc chỉ định điều trị, kê đơn thuốc phải ghi bằng tiếng Việt; trường hợp người hành nghề không biết tiếng Việt thành thạo thì việc chỉ định điều trị, kê đơn thuốc phải ghi bằng ngôn ngữ mà người hành nghề đã đăng ký sử dụng và người phiên dịch phải dịch sang tiếng V",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 19 :,"Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người nước ngoài, người Việt Nam định cư ở nước ngoài được quy định tại Điều 6 Nghị định 109/2016/NĐ-CP như sau: 1. Đơn đề nghị cấp chứng chỉ hành nghề theo Mẫu 04 Phụ lục I ban hành kèm theo Nghị định này. 2. Bản sao hợp lệ văn bằng chuyên môn y phù hợp với các đối tượng hành nghề quy định tại Điều 17 Luật khám bệnh, chữa bệnh. 3. Giấy xác nhận quá trình thực hành: a) Trường hợp thực hành tại Việt Nam thực hiện theo Mẫu 02 Phụ lục I ban hành kèm theo Nghị định này; b) Trường hợp thực hành tại cơ sở khám bệnh, chữa bệnh ở nước ngoài thì trong giấy xác nhận quá trình thực hành của người có thẩm quyền của cơ sở đó phải bảo đảm các nội dung sau đây: Họ và tên người thực hành; ngày, tháng, năm sinh; địa chỉ cư trú; số hộ chiếu (ngày cấp, nơi cấp); văn bằng chuyên môn; năm tốt nghiệp; nơi thực hành; thời gian thực hành; nhận xét về năng lực chuyên môn và đạo đức nghề nghiệ",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Hồ sơ đề nghị cấp chứng chỉ hành nghề đối với người nước ngoài, người Việt Nam định cư ở nước ngoài ...","Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người nước ngoài, người Việt Nam định cư ở nước ngoài được quy định tại Điều 6 Nghị định 109/2016/NĐ-CP như sau: 1. Đơn đề nghị cấp chứng chỉ hành nghề theo Mẫu 04 Phụ lục I ban hành kèm theo Nghị định này. 2. Bản sao hợp lệ văn bằng chuyên môn y phù hợp với các đối tượng hành nghề quy định tại Điều 17 Luật khám bệnh, chữa bệnh. 3. Giấy xác nhận quá trình thực hành: a) Trường hợp thực hành tại Việt Nam thực hiện theo Mẫu 02 Phụ lục I ban hành kèm theo Nghị định này; b) Trường hợp thực hành tại cơ sở khám bệnh, chữa bệnh ở nước ngoài thì trong giấy xác nhận quá trình thực hành của người có thẩm quyền của cơ sở đó phải bảo đảm các nội dung sau đây: Họ và tên người thực hành; ngày, tháng, năm sinh; địa chỉ cư trú; số hộ chiếu (ngày cấp, nơi cấp); văn bằng chuyên môn; năm tốt nghiệp; nơi thực hành; thời gian thực hành; nhận xét về năng lực chuyên môn và đạo đức nghề nghiệ",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 20 :,"Căn cứ Khoản 2 Điều 11 Nghị định 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế (sau đây gọi tắt là Nghị định 155/2018/NĐ-CP) quy định hồ sơ đề nghị cấp bổ sung phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị cấp bổ sung phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề theo Mẫu 05 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ chứng chỉ hành nghề đã được cấp; 3. Bản sao hợp lệ văn bằng, chứng chỉ, giấy chứng nhận đào tạo do cơ sở đào tạo hợp pháp cấp với thời gian đào tạo tối thiểu là 6 tháng phù hợp với phạm vi hoạt động chuyên môn đề nghị bổ sung.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Hồ sơ đề nghị cấp bổ sung phạm vi hoạt động chyên môn trong chứng chỉ hành nghề bao gồm những giấy t...,"Căn cứ Khoản 2 Điều 11 Nghị định 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế (sau đây gọi tắt là Nghị định 155/2018/NĐ-CP) quy định hồ sơ đề nghị cấp bổ sung phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị cấp bổ sung phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề theo Mẫu 05 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ chứng chỉ hành nghề đã được cấp; 3. Bản sao hợp lệ văn bằng, chứng chỉ, giấy chứng nhận đào tạo do cơ sở đào tạo hợp pháp cấp với thời gian đào tạo tối thiểu là 6 tháng phù hợp với phạm vi hoạt động chuyên môn đề nghị bổ sung.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 21 :,"Căn cứ Khoản 2 Điều 7 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp thay đổi phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị cấp thay đổi phạm vi hoạt động chuyên môn theo Mẫu 06 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ văn bằng, chứng chỉ, giấy chứng nhận chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị thay đổi; 3. Bản gốc chứng chỉ hành nghề khám bệnh, chữa bệnh đã được cấp; 4. Giấy xác nhận quá trình thực hành quy định tại khoản 3 Điều 5 Nghị định này; 5. Hai ảnh màu 04 cm x 06 cm được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Hồ sơ đề nghị cấp thay đổi phạm vi hoạt động chyên môn trong chứng chỉ hành nghề bao gồm những giấy ...,"Căn cứ Khoản 2 Điều 7 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp thay đổi phạm vi hoạt động chuyên môn trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị cấp thay đổi phạm vi hoạt động chuyên môn theo Mẫu 06 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ văn bằng, chứng chỉ, giấy chứng nhận chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị thay đổi; 3. Bản gốc chứng chỉ hành nghề khám bệnh, chữa bệnh đã được cấp; 4. Giấy xác nhận quá trình thực hành quy định tại khoản 3 Điều 5 Nghị định này; 5. Hai ảnh màu 04 cm x 06 cm được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 22 :,"Căn cứ Khoản 3 Điều 7 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp thay đổi họ và tên, ngày tháng năm sinh trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị thay đổi họ và tên, ngày tháng năm sinh, theo Mẫu 07 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ giấy tờ chứng minh thay đổi họ và tên, ngày tháng năm sinh của người hành nghề; 3. Bản gốc chứng chỉ hành nghề khám bệnh, chữa bệnh đã được cấp; 4. Hai ảnh màu 04 cm x 06 cm, được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Hồ sơ đề nghị thay đổi họ và tên, ngày tháng năm sinh trong chứng chỉ hành nghề khám bệnh, chữa bệnh...","Căn cứ Khoản 3 Điều 7 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp thay đổi họ và tên, ngày tháng năm sinh trong chứng chỉ hành nghề, bao gồm: 1. Đơn đề nghị thay đổi họ và tên, ngày tháng năm sinh, theo Mẫu 07 Phụ lục I ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ giấy tờ chứng minh thay đổi họ và tên, ngày tháng năm sinh của người hành nghề; 3. Bản gốc chứng chỉ hành nghề khám bệnh, chữa bệnh đã được cấp; 4. Hai ảnh màu 04 cm x 06 cm, được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 23 :,"Khoản 1 Điều 8 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp lại chứng chỉ hành nghề khi bị mất hoặc bị hư hỏng, cấp không đúng thẩm quyền, chứng chỉ hành nghề có nội dung trái pháp luật, bao gồm: 1. Đơn đề nghị cấp lại chứng chỉ hành nghề theo Mẫu 08 Phụ lục I ban hành kèm theo Nghị định này. 2. Hai ảnh màu 04 cm x 06 cm được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Hồ sơ đề nghị cấp lại chứng chỉ hành nghề đối với người Việt Nam, người nước ngoài, người Việt Nam đ...","Khoản 1 Điều 8 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp lại chứng chỉ hành nghề khi bị mất hoặc bị hư hỏng, cấp không đúng thẩm quyền, chứng chỉ hành nghề có nội dung trái pháp luật, bao gồm: 1. Đơn đề nghị cấp lại chứng chỉ hành nghề theo Mẫu 08 Phụ lục I ban hành kèm theo Nghị định này. 2. Hai ảnh màu 04 cm x 06 cm được chụp trên nền trắng trong thời gian không quá 06 tháng, tính đến ngày nộp đơn.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 24 :,"Trong các trường hợp không hành nghề 2 năm liên tục; có sai sót chuyên môn kỹ thuật gây hậu quả nghiêm trọng đến sức khỏe, tính mạng người bệnh, hoặc không cập nhật kiến thức y khoa liên tục trong 02 năm liên tiếp, người hành nghề không đủ sức khỏe để hành nghề, hồ sơ đề nghị cấp lại chứng được quy định tại Khoản 2 Điều 8 Nghị định 109 bao gồm: 1. Đơn đề nghị cấp lại chứng chỉ hành nghề theo Mẫu 09 Phụ lục I đối với người Việt Nam ban hành kèm theo Nghị định này; 2. Giấy chứng nhận đã cập nhật kiến thức y khoa liên tục theo quy định của Bộ trưởng Bộ Y tế; 3. Bản sao hợp lệ văn bằng chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị cấp chứng chỉ hành nghề, cụ thể như sau: a) Văn bằng chuyên môn y; b) Văn bằng cử nhân y khoa do nước ngoài cấp được Bộ Giáo dục và Đào tạo công nhận tương đương trình độ đại học nhưng phải kèm theo giấy chứng nhận đã qua đào tạo bổ sung theo ngành, chuyên ngành phù hợp với thời gian đào tạo ít nhất là 12 tháng tại cơ sở đào tạo hợp pháp của Việt Nam theo quy định của Bộ trưởng Bộ Y tế thì được coi là tương đương với văn bằng bác sỹ và được cấp chứng",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Hồ sơ đề nghị cấp lại chứng chỉ hành nghề bị thu hồi đối với người Việt Nam, vì các lý do khác được ...","Trong các trường hợp không hành nghề 2 năm liên tục; có sai sót chuyên môn kỹ thuật gây hậu quả nghiêm trọng đến sức khỏe, tính mạng người bệnh, hoặc không cập nhật kiến thức y khoa liên tục trong 02 năm liên tiếp, người hành nghề không đủ sức khỏe để hành nghề, hồ sơ đề nghị cấp lại chứng được quy định tại Khoản 2 Điều 8 Nghị định 109 bao gồm: 1. Đơn đề nghị cấp lại chứng chỉ hành nghề theo Mẫu 09 Phụ lục I đối với người Việt Nam ban hành kèm theo Nghị định này; 2. Giấy chứng nhận đã cập nhật kiến thức y khoa liên tục theo quy định của Bộ trưởng Bộ Y tế; 3. Bản sao hợp lệ văn bằng chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị cấp chứng chỉ hành nghề, cụ thể như sau: a) Văn bằng chuyên môn y; b) Văn bằng cử nhân y khoa do nước ngoài cấp được Bộ Giáo dục và Đào tạo công nhận tương đương trình độ đại học nhưng phải kèm theo giấy chứng nhận đã qua đào tạo bổ sung theo ngành, chuyên ngành phù hợp với thời gian đào tạo ít nhất là 12 tháng tại cơ sở đào tạo hợp pháp của Việt Nam theo quy định của Bộ trưởng Bộ Y tế thì được coi là tương đương với văn bằng bác sỹ và được cấp chứng",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Câu hỏi Câu hỏi 25 :,"Trong các trường hợp không hành nghề 2 năm liên tục; có sai sót chuyên môn kỹ thuật gây hậu quả nghiêm trọng đến sức khỏe, tính mạng người bệnh, hoặc không cập nhật kiến thức y khoa liên tục trong 02 năm liên tiếp, người hành nghề không đủ sức khỏe để hành nghề, hồ sơ đề nghị cấp lại chứng được quy định tại Khoản 2 Điều 8 Nghị định 109 bao gồm: 1. Đơn đề nghị cấp lại chứng chỉ hành nghề theo Mẫu 10 Phụ lục I đối với người Việt Nam ban hành kèm theo Nghị định này; 2. Giấy chứng nhận đã cập nhật kiến thức y khoa liên tục theo quy định của Bộ trưởng Bộ Y tế; 3. Bản sao hợp lệ văn bằng chuyên môn y phù hợp với các đối tượng hành nghề quy định tại Điều 17 Luật khám bệnh, chữa bệnh. 4. Bản sao hợp lệ giấy phép lao động do cơ quan nhà nước có thẩm quyền về lao động của Việt Nam cấp. 5. Bản sao hợp lệ của một trong các giấy tờ sau đây: a) Giấy chứng nhận biết tiếng Việt thành thạo đối với người nước ngoài đăng ký sử dụng tiếng Việt để khám bệnh, chữa bệnh; b) Giấy chứng nhận đủ trình độ phiên dịch của người phiên dịch phù hợp với ngôn ngữ mà người hành nghề đăng ký sử dụng để khám bệnh,",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
