question,answer,source_link,topic
"Đối tượng xét thuộc Hội Chữ thập đỏ, Hội Đông Y do Hội đồng cơ sở Sở Y tế xét đúng không","Các thầy thuốc đang công tác tại Hội Chữ thập đỏ, Hội đông Y được xét tặng tại Hội đồng cơ sở Sở Y tế.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=20&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=50,"Thủ tục xét tặng Thầy thuốc Nhân dân, Thầy thuốc Ưu tú"
"Hồ sơ xin cho phép khám bệnh, chữa bệnh nhân đạo được gửi đến cơ quan nào để giải quyết?","Khoản 3 Điều 10 Thông tư 30 quy định hồ sơ đề nghị cho phép khám bệnh, chữa bệnh nhân đạo được gửi như sau: 1. Cá nhân, đoàn khám bệnh, chữa bệnh nhân đạo trong nước, nước ngoài được Bộ trưởng Bộ Y tế cho phép cá nhân, đoàn khám bệnh, chữa bệnh nhân đạo trong nước, nước ngoài tổ chức khám bệnh, chữa bệnh tại cơ sở khám bệnh, chữa bệnh trực thuộc Bộ Y tế gửi 01 bộ hồ sơ đến Cục Quản lý khám, chữa bệnh - Bộ Y tế hoặc đến Cục Quản lý y, dược cổ truyền đối với trường hợp khám bệnh, chữa bệnh bằng y học cổ truyền; 2. Cá nhân, đoàn khám bệnh, chữa bệnh nhân đạo trong nước, nước ngoài thuộc thẩm quyền Lãnh đạo Bộ, ngành cho phép cá nhân, đoàn khám bệnh, chữa bệnh nhân đạo trong nước, nước ngoài tổ chức khám bệnh, chữa bệnh tại cơ sở khám bệnh, chữa bệnh thuộc thẩm quyền quản lý gửi 01 bộ hồ sơ đến Bộ, ngành có liên quan; 3. Cá nhân, đoàn khám bệnh, chữa",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Các TTND TTUT đều đã nghỉ hưu thì có mời vào Hội đồng không?,Điều 12 Nghị định 41/2015/NĐ-CP quy định về Hội đồng cấp cơ sở thì các TTND TTUT đã nghỉ hưu vẫn có thể được mời vào Hội đồng cấp cơ sở.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=20&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=50,"Thủ tục xét tặng Thầy thuốc Nhân dân, Thầy thuốc Ưu tú"
Thủ tục KCB BHYT cụ thể như thế nào?,"Bước 1: Đối với người tham gia bảo hiểm y tế 1. Người tham gia BHYT khi đến KCB phải xuất trình thẻ BHYT có ảnh; trường hợp thẻ BHYT chưa có ảnh thì phải xuất trình thẻ BHYT cùng với giấy tờ chứng minh về nhân thân của người đó; đối với trẻ em dưới 6 tuổi chỉ phải xuất trình thẻ BHYT. 2. Trường hợp cấp cứu, người tham gia BHYT được KCB tại bất kỳ cơ sở KCB nào và phải xuất trình thẻ BHYT cùng với giấy tờ quy định tại khoản 1 Bước 1 trước khi ra viện. 3. Trường hợp chuyển tuyến điều trị, người tham gia BHYT phải có hồ sơ chuyển viện của cơ sở KCB. 4. Trường hợp khám lại theo yêu cầu điều trị, người tham gia BHYT phải có giấy hẹn khám lại của cơ sở KCB. 5. Trường hợp vượt quá khả năng chuyên môn kỹ thuật thì cơ sở KCB BHYT có trách nhiệm chuyển người bệnh kịp thời đến cơ sở KCB BHYT khác theo quy định về ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Hồ sơ xin cấp giấy chứng nhận y tế gồm những giấy tờ gì ?,"Hồ sơ cấp giấy chứng nhận y tế gồm: 1) Đơn đề nghị cấp HC theo mẫu quy định tại Phụ lục 08 ban hành kèm theo Thông tư số 52/2015/TT-BYT. 2) Kết quả kiểm nghiệm của từng mặt hàng thuộc lô hàng xuất khẩu, gồm các chỉ tiêu theo yêu cầu của Quy chuẩn kỹ thuật tương ứng (đối với sản phẩm đã có Quy chuẩn kỹ thuật) hoặc các chỉ tiêu chất lượng chủ yếu, chỉ tiêu an toàn theo quy định (đối với sản phẩm chưa có Quy chuẩn kỹ thuật), thông tin về tên mặt hàng, số lô, ngày sản xuất, hạn sử dụng do phòng kiểm nghiệm được chỉ định hoặc phòng kiểm nghiệm độc lập được công nhận hoặc phòng kiểm nghiệm được thừa nhận. (Bản gốc hoặc bản sao có chứng thực). 3) Mẫu nhãn sản phẩm (Bản sao có xác nhận của tổ chức, cá nhân). 4) Giấy chứng nhận đăng ký kinh doanh, Giấy chứng nhận cơ sở đủ điều kiện an toàn th",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
Nội dung ghi nhãn đối với phụ gia thực phẩm lưu thông trên thị trường bao gồm gì?,"Theo quy định tại Điểm a Khoản 3 Điều 16 Nghị định số 43/2017/NĐ-CP về nhãn hàng hóa, các nội dung bắt buộc đối với nhãn hàng hóa của phụ gia thực phẩm gồm: - Tên sản phẩm; - Tên và địa chỉ của tổ chức, cá nhân chịu trách nhiệm về hàng hóa; - Xuất xứ hàng hóa; - Định lượng; - Ngày sản xuất; - Hạn sử dụng; - Thành phần định lượng; - Hướng dẫn sử dụng, hướng dẫn bảo quản; - Ghi cụm từ: “Phụ gia thực phẩm”; - Ghi cụm từ: “Dùng cho thực phẩm”; - Thông tin cảnh báo (nếu có)",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
"Điều kiện cho phép cá nhân trong nước, nước ngoài thực hiện khám bệnh, chữa bệnh nhân đạo là gì?","Điều 7 Thông tư 30 quy định cho phép đối với cá nhân trong nước, nước ngoài thực hiện khám bệnh, chữa bệnh nhân đạo gồm những điều kiện sau đây: 1. Điều kiện về cơ sở vật chất: a) Trường hợp đoàn khám bệnh, chữa bệnh nhân đạo thực hiện khám bệnh, chữa bệnh tại cơ sở khám bệnh, chữa bệnh thì cơ sở này phải có giấy phép hoạt động theo quy định của Luật Khám bệnh, chữa bệnh; b) Trường hợp cá nhân trong nước, nước ngoài thực hiện khám bệnh, chữa bệnh nhân đạo tại địa điểm khác ngoài cơ sở khám bệnh, chữa bệnh thì địa điểm nơi thực hiện hoạt động khám bệnh, chữa bệnh phải đáp ứng các điều kiện sau đây: - Có nơi đón tiếp người bệnh, buồng khám bệnh chuyên khoa hoặc phòng tiêm chích, thay băng đối với dịch vụ tiêm chích, thay băng; - Đáp ứng các điều kiện về kiểm soát nhiễm khuẩn, an toàn bức xạ, quản lý chất thải y tế, phòng cháy chữa cháy theo quy định của pháp luật; - Bảo đảm đủ điện, nư",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Trường hợp nào được áp dụng quy trình thẩm định rút gọn?,Các trường hợp được thẩm định theo quy trình thẩm định rút gọn khi đáp ứng đồng thời các điều kiện sau: 1. Thuốc được sản xuất tại cơ sở được Cục Quản lý Dược định kỳ đánh giá việc đáp ứng thực hành tốt sản xuất thuốc. 2. Thuốc thuộc Danh mục thuốc không kê đơn. 3. Thuốc không phải dạng bào chế giải phóng biến đổi. 4. Thuốc không dùng trực tiếp trên mắt.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
"Ai được gọi là người hành nghề khám bệnh, chữa bệnh ?","Khoản 6 Điều 2 Luật Khám bệnh, chữa bệnh quy định, người hành nghề khám bệnh, chữa bệnh là người đã được cấp chứng chỉ hành nghề và thực hiện khám bệnh, chữa bệnh.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Bằng cấp chuyên môn và kinh nghiệm của nhân viên trực tiếp tham gia bán thuốc là như thế nào,"Tại thời điểm hiên nay, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ sơ cấp dược trở lên",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Các sản phẩm nào được cấp giấy chứng nhận y tế?,"Giấy chứng nhận y tế được cấp cho thực phẩm, phụ gia thực phẩm, chất hỗ trợ chế biến; dụng cụ, vật liệu bao gói, chứa đựng thực phẩm khi tổ chức, cá nhân có yêu cầu.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
Việc thừa nhận chứng chỉ hành nghề giữa các nước như thế nào ?,"Điều 22 Luật Khám bệnh, chữa bệnh quy định: Việc thừa nhận chứng chỉ hành nghề khám bệnh, chữa bệnh giữa các nước được thực hiện theo quy định của thỏa thuận quốc tế hoặc điều ước quốc tế mà Cộng hòa xã hội chủ nghĩa Việt Nam là thành viên.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Thời hạn thẻ BHYT có giá trị sử dụng như thế nào?,"1. Thời điểm thẻ BHYT có giá trị sử dụng được quy định như sau: a) Đối tượng “Nhóm do người lao động và người sử dụng lao động đóng, Nhóm do ngân sách nhà nước đóng, Nhóm do tổ chức BHXH đóng, theo quy định của Luật BHYT ” tham gia BHYT lần đầu, thẻ BHYT có giá trị sử dụng kể từ ngày đóng BHYT; b) Người tham gia BHYT liên tục kể từ lần thứ hai trở đi thì thẻ BHYT có giá trị sử dụng nối tiếp với ngày hết hạn sử dụng của thẻ lần trước; c) Đối tượng “Nhóm được ngân sách nhà nước hỗ trợ mức đóng, Nhóm tham gia BHYT theo hộ gia đình, theo quy định của Luật BHYT” tham gia BHYT không liên tục từ 3 tháng trở lên trong năm tài chính thì thẻ BHYT có giá trị sử dụng sau 30 ngày, kể từ ngày đóng BHYT; d) Đối với trẻ em dưới 6 tuổi thì thẻ BHYT có giá trị sử dụng đến ngày trẻ đủ 72 tháng tuổi; Trường hợp trẻ em sinh trước ngày 30 tháng 9",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Các thành phần hồ sơ có cần phải đóng dấu của công ty không?,"Theo quy định tại khoản 4 Điều 27 Nghị định 15/2018/NĐ-CP, hồ sơ đăng ký xác nhận nội dung quảng cáo và các tài liệu liên quan khi nộp lên cần phải có bản sao có xác nhận của tổ chức, cá nhân.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
Điều kiện của cơ sở an toàn sinh học cấp II là gì?,"Điều kiện của cơ sở an toàn sinh học cấp II theo quy định tại Khoản 1, Điều 14, Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ về việc sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý Nhà nước của Bộ Y tế và Điều 6, Nghị định số 103/2016/NĐ-CP ngày 01/7/2016 của Chính phủ quy định về đảm bảo an toàn sinh học tại phòng xét nghiệm, quy định khu vực xét nghiệm phải đáp ứng các điều kiện sau: 1. Điều kiện về cơ sở vật chất: a) Các điều kiện quy định tại khoản 1 Điều 5 Nghị định số 103/2016/NĐ-CP; b) Có hệ thống thu gom, xử lý hoặc trang thiết bị xử lý nước thải. Đối với cơ sở xét nghiệm đang hoạt động trước ngày Nghị định này có hiệu lực thi hành phải có kết quả xét nghiệm nước thải đạt quy chuẩn kỹ thuật quốc gia về môi trường trước khi thải vào nơi chứa nước thải chung; c) Có biển báo nguy hiểm sinh học trên cửa ra vào của khu vực xét nghiệm theo Mẫu số 01 tại Phụ lục ban hành kèm theo Nghị định số 103/2016/NĐ-CP; 2. Điều kiện về trang thiết bị: a) Các điều kiện về trang thiết bị quy định tại điểm a, điểm b khoản 2 Điều 5 Nghị định số 103/2016/NĐ-CP; b) Có tủ an toàn sinh học; c) Có thiết bị hấp chất thải y tế lây nhiễm hoặc thiết bị kh",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=8,Về an toàn sinh học
Điều kiện về nhân viên giúp việc nhà thuốc là gì?,"- Từ 01/01/2020, người trực tiếp bán lẻ thuốc phải có văn bằng chuyên môn dược từ trung cấp dược trở lên. Tất cả các nhân viên phải không đang trong thời gian bị kỷ luật từ hình thức cảnh cáo trở lên có liên quan đến chuyên môn y, dược.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Cơ quan nào có thẩm quyền cấp giấy xác nhận nội dung quảng cáo mỹ phẩm?,"Sở Y tế tỉnh, thành phố trực thuộc Trung ương cấp giấy xác nhận nội dung quảng cáo đối với mỹ phẩm của cơ sở đứng tên trên phiếu công bố sản phẩm mỹ phẩm có trụ sở chính đặt tại địa bàn quản lý của Sở Y tế; Trường hợp quảng cáo mỹ phẩm thông qua hội nghị, hội thảo, tổ chức sự kiện, Sở Y tế tỉnh, thành phố trực thuộc Trung ương nơi dự kiến tổ chức hội nghị, hội thảo, sự kiện cấp giấy xác nhận nội dung quảng cáo.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=24&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=20,Thủ tục hành chính lĩnh vực Mỹ phẩm
"Để được cấp Giấy phép lưu hành thuốc, tôi nộp hồ sơ ở đâu, nộp như thế nào?","Hồ sơ nộp cho Cục Quản lý Dược (trừ dược liệu và thuốc cổ truyền), có thể nộp trực tuyến, nộp trực tiếp hoặc qua đường bưu điện.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Khi nộp hồ sơ trên hệ thống xacnhanquangcao.vfa.gov.vn có cần phải ký số trên mỗi hồ sơ không?,"Có, Doanh nghiệp cần phải Ký điện tử hồ sơ (yêu cầu ký điện tử trước khi thanh toán phí cho hồ sơ và nộp đến Cục An toàn thực phẩm)",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
Thời gian cấp giấy phép hoạt động ngân hàng mô là bao nhiêu ngày?,"Thời gian 30 ngày, kể từ ngày nhận được hồ sơ hợp lệ",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Cơ sở có được xin phép đề xuất nhập khẩu vị thuốc cổ truyền trong đơn hàng nhập khẩu hay không?,"Theo quy định tại Thông tư số 21/2018/TT-BYT, vị thuốc cổ truyền phải thực hiện đăng ký lưu hành. Vì vậy chỉ dược liệu được cấp phép nhập khẩu trong đơn hàng.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=14,Cấp phép đơn hàng nhập khẩu dược liệu
Hồ sơ công bố đối với nhóm thực phẩm bảo vệ sức khỏe sản xuất trong nước gồm những nội dung gì.,"Theo quy định tại Điều 7, Nghị định số 15/2018/NĐ-CP của Chính phủ về hướng dẫn Luật ATTP. Đối với sản phẩm sản xuất trong nước Hồ sơ đăng ký bản công bố sản phẩm gồm: a) Bản công bố sản phẩm được quy định tại Mẫu số 02 Phụ lục I ban hành kèm theo Nghị định số 15/2018/NĐ-CP của Chính phủ; b) Phiếu kết quả kiểm nghiệm an toàn thực phẩm của sản phẩm trong thời hạn 12 tháng tính đến ngày nộp hồ sơ được cấp bởi phòng kiểm nghiệm được chỉ định hoặc phòng kiểm nghiệm được công nhận phù hợp ISO 17025 gồm các chỉ tiêu an toàn do Bộ Y tế ban hành theo nguyên tắc quản lý rủi ro phù hợp với quy định của quốc tế hoặc các chỉ tiêu an toàn theo các quy chuẩn, tiêu chuẩn tương ứng do tổ chức, cá nhân công bố trong trường hợp chưa có quy định của Bộ Y tế (bản chính hoặc bản sao chứng thực); c) Bằng chứng khoa học chứng minh công dụng của sản phẩm hoặc của thành phần tạo nên công dụng đã công bố (bản chính hoặc bản sao có xác nhận của tổ",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
Đơn vị nào phải thực hiện kê khai giá thuốc?,"Tại Điều 131 Nghị định số 54/2017/NĐ-CP ngày 08 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều về biện pháp thi hành Luật dược và Khoản 68, 69 và 70 Điều 5 Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 Sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế quy định: 1. Đối với thuốc nước ngoài nhập khẩu vào Việt Nam, cơ sở nhập khẩu thuốc thực hiện kê khai/kê khai lại và điều chỉnh thông tin thuốc đã kê khai. 2. Đối với thuốc sản xuất trong nước, cơ sở sản xuất thuốc hoặc cơ sở đặt gia công thuốc (trong trường hợp thuốc sản xuất gia công) thực hiện kê khai/kê khai lại và điều chỉnh thông tin thuốc đã kê khai.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,Thủ tục hành chính lĩnh vực Dược
