"annotation_id","annotator","answer","bloom","created_at","id","lead_time","question","updated_at"
106,"1","Theo quy định, quy trình trồng trọt, thu hái, chế biến dược liệu là tài liệu kỹ thuật gồm các nội dung: chọn vùng đất, xác định thời gian trồng trọt và thời vụ thu hoạch; chọn giống, nhân giống; xử lý đất trồng, gieo giống; chăm bón, tưới tiêu; phòng ngừa sâu bệnh; thu hái, sơ chế, chế biến; đóng gói, ghi nhãn, bảo quản; yêu cầu chất lượng và phương pháp kiểm tra, kiểm soát chất lượng sản phẩm. Tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO là tổ chức có đủ điều kiện quy định do Bộ Y tế chỉ định.","Analyze","2025-06-28T08:20:05.644975Z",1059,19.17,"Quy trình trồng trọt, thu hái, chế biến dược liệu có liên quan gì đến tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO?","2025-06-28T08:20:05.645007Z"
107,"1","Những người giúp việc cho lương y, y bác sĩ YHDT gồm những người có hiểu biết về YHCTDT nhưng chưa đủ điều kiện đăng ký hành nghề khám bệnh, chữa bệnh bằng YHCTDT, những người bào chế dược phẩm phục vụ cho lương y, y bác sĩ YHDT kê đơn điều trị và những người thừa kế lương y đang được lương y hướng dẫn kèm cặp và truyền thụ. Theo Điều 3 của Luật Khám bệnh, chữa bệnh số 15/2023/QH15.","Remember","2025-06-28T08:22:18.743452Z",1060,132.636,"Những người giúp việc cho lương y, y bác sĩ YHDT gồm những ai?","2025-06-28T08:22:18.743490Z"
108,"1","Đại diện Lãnh đạo Cục Phòng, chống HIV/AIDS làm trưởng đoàn; cán bộ phụ trách hoạt động xét nghiệm HIV thuộc Cục Phòng, chống HIV/AIDS; chuyên gia về xét nghiệm HIV có ít nhất 5 năm kinh nghiệm thực hiện xét nghiệm khẳng định HIV dương tính bằng kỹ thuật phù hợp với kỹ thuật cơ sở y tế đề nghị thẩm định; các thành viên khác trong trường hợp cần thiết. Theo Điều 3 của Thông tư số 15/2023/TT-BYT.","Remember","2025-06-28T08:22:28.981337Z",1061,9.83,"Thành phần của đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính do Cục trưởng Cục Phòng, chống HIV/AIDS quyết định?","2025-06-28T08:22:28.981377Z"
109,"1","Điều 6 Luật Khám bệnh, chữa bệnh quy định các hành vi sau đây bị cấm trong khám bệnh, chữa bệnh: 1. Từ chối hoặc cố ý chậm cấp cứu người bệnh. 2. Khám bệnh, chữa bệnh không có chứng chỉ hành nghề hoặc đang trong thời gian bị đình chỉ hành nghề; cung cấp dịch vụ khám bệnh, chữa bệnh mà không có giấy phép hoạt động hoặc đang trong thời gian bị đình chỉ hoạt động. 3. Hành nghề khám bệnh, chữa bệnh, cung cấp dịch vụ khám bệnh, chữa bệnh vượt quá phạm vi hoạt động chuyên môn được ghi trong chứng chỉ hành nghề, giấy phép hoạt động, trừ trường hợp cấp cứu. 4. Thuê, mượn, cho thuê, cho mượn chứng chỉ hành nghề hoặc giấy phép hoạt động. 5. Người hành nghề bán thuốc cho người bệnh dưới mọi hình thức, trừ bác sỹ đông y, y sỹ đông y, lương y và người có bài thuốc gia truyền. 6. Áp dụng phương pháp chuyên môn kỹ thuật y tế chưa được công nhận, sử dụng thuốc ch","Remember","2025-06-28T08:22:37.452474Z",1062,8.048,"Các hành vi nào bị cấm trong khám bệnh, chữa bệnh?","2025-06-28T08:22:37.452516Z"
110,"1","Nếu sản phẩm diệt côn trùng mà công ty muốn nhập khẩu đã được cho phép bán tự do tại nước sản xuất hoặc một nước khác là thành viên của Tổ chức Thương mại thế giới, công ty có thể thực hiện đăng ký lưu hành để nhập khẩu và bán tại Việt Nam. Sau khi được Cục Quản lý môi trường y tế - Bộ Y tế cấp số đăng ký lưu hành cho chế phẩm đó, công ty được phép nhập khẩu không hạn chế số lượng, thủ tục làm tại Hải quan, không phải xin phép nhập khẩu tại Bộ Y tế. Thủ tục đăng ký lưu hành mới chế phẩm nhập khẩu được quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 và Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ.","Analyze","2025-06-28T08:22:47.159649Z",1063,9.285,"Tôi muốn nhập khẩu sản phẩm diệt côn trùng trong nhà thì phải làm thủ tục gì?","2025-06-28T08:22:47.159688Z"
111,"1","Dây chuyền lạnh và hệ thống thiết bị bảo quản và vận chuyển vắc xin là hai khái niệm khác nhau. Dây chuyền lạnh là hệ thống thiết bị nhằm bảo quản và vận chuyển vắc xin theo đúng nhiệt độ quy định từ nhà sản xuất đến người sử dụng, bao gồm buồng lạnh, xe lạnh, tủ lạnh, tủ đá, hòm lạnh, phích vắc xin. Trong khi đó, hệ thống thiết bị bảo quản và vận chuyển vắc xin bao gồm các thiết bị khác nhau được sử dụng để bảo quản và vận chuyển vắc xin. Theo Điều 2 của Thông tư số 195/2014/TT-BYT.","Understand","2025-06-28T08:22:51.123945Z",1064,6.3469999999999995,"So sánh giữa dây chuyền lạnh và hệ thống thiết bị bảo quản và vận chuyển vắc xin?","2025-06-28T08:23:15.870475Z"
112,"1","Theo Điều 3 của Thông tư này, đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính do Cục trưởng Cục Phòng, chống HIV/AIDS quyết định thành lập gồm các thành viên: đại diện Lãnh đạo Cục Phòng, chống HIV/AIDS làm trưởng đoàn, cán bộ phụ trách hoạt động xét nghiệm HIV thuộc Cục Phòng, chống HIV/AIDS, chuyên gia về xét nghiệm HIV có ít nhất 5 năm kinh nghiệm thực hiện xét nghiệm khẳng định HIV dương tính bằng kỹ thuật phù hợp với kỹ thuật cơ sở y tế đề nghị thẩm định, và các thành viên khác trong trường hợp cần thiết. Trong khi đó, đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính do Giám đốc Sở Y tế quyết định thành lập gồm các thành viên: đại diện Lãnh đạo Sở Y tế làm trưởng đoàn,...","Understand","2025-06-28T08:23:10.691500Z",1065,19.129,"So sánh thành phần đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính do Cục trưởng Cục Phòng, chống HIV/AIDS quyết định thành lập và do Giám đốc Sở Y tế quyết định thành lập?","2025-06-28T08:23:10.691528Z"
113,"1","Cơ sở sản xuất thực phẩm chức năng ban đầu nhỏ lẻ, cơ sở kinh doanh nhỏ lẻ không có yêu cầu bảo quản sản phẩm đặc biệt, cơ sở bán hàng rong, cơ sở kinh doanh bao gói sẵn không yêu cầu điều kiện bảo quản đặc biệt, cơ sở kinh doanh bao bì, dụng cụ tiếp xúc trực tiếp với thực phẩm. Theo Điều 9 của Thông tư số [Số hiệu]","Remember","2025-06-28T08:24:06.424858Z",1066,47.214,"Các cơ sở sản xuất, kinh doanh thực phẩm chức năng, thực phẩm tăng cường vi chất dinh dưỡng, phụ gia thực phẩm, chất hỗ trợ chế biến, nước khoáng thiên nhiên, nước uống đóng chai và bao bì, dụng cụ tiếp xúc trực tiếp với thực phẩm thuộc phạm vi quản lý của Bộ Y tế bao gồm những cơ sở nào?","2025-06-28T08:24:06.424894Z"
114,"1","Giấy phép nhập khẩu dược liệu có giá trị tối đa 01 năm, kể từ ngày ký. Theo Điều 26 của Thông tư số .../TT-BYT.","Remember","2025-06-28T08:24:12.198660Z",1067,5.362,"Giấy phép nhập khẩu dược liệu có giá trị bao nhiêu năm?","2025-06-28T08:24:12.198684Z"
115,"1","Tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO là tổ chức có đủ điều kiện quy định do Bộ Y tế chỉ định. Theo Điều 5 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:24:14.927733Z",1068,2.33,"Tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO là gì?","2025-06-28T08:24:14.927776Z"
116,"1","Tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO là tổ chức có đủ điều kiện quy định do Bộ Y tế chỉ định.","Remember","2025-06-28T08:24:18.812833Z",1069,3.512,"Tổ chức đánh giá sự phù hợp trong lĩnh vực GACP-WHO có đủ điều kiện quy định do Bộ Y tế chỉ định như thế nào?","2025-06-28T08:24:18.812874Z"
117,"1","Theo quy định, việc cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế có liên quan đến việc kiểm soát nhiễm khuẩn trong các cơ sở y tế. Cục Quản lý môi trường y tế cấp giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế, trong khi đó, các cơ sở y tế phải thực hiện các biện pháp khử khuẩn, tiệt khuẩn để kiểm soát nhiễm khuẩn.","Remember","2025-06-28T08:24:36.565029Z",1070,17.308,"Mối quan hệ giữa việc cấp phép hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế với việc kiểm soát nhiễm khuẩn trong các cơ sở y tế là gì?","2025-06-28T08:24:36.565074Z"
118,"1","Hồ sơ đề nghị cấp chứng chỉ hành nghề đối với người Việt Nam gồm: Họ tên, năm sinh và địa chỉ thường trú của người đăng ký hành nghề. Nội dung chuyên môn xin phép được hành nghề. Biện pháp bảo vệ môi trường. Bản sao văn bằng, chứng chỉ chuyên môn có chứng nhận của công chứng Nhà nước. Sơ yếu lý lịch có xác nhận của Uỷ ban nhân dân xã, phường, thị trấn nơi đương sự đăng ký thường trú. Giấy xác nhận đã qua thực hành 5 năm ở các cơ sở khám bệnh, chữa bệnh. Phiếu khám sức khoẻ. Giấy cho phép làm ngoài giờ của Thủ trưởng cơ quan, đơn vị nếu người xin đăng ký hành nghề đang làm việc trong các cơ sở y, dược của Nhà nước. Bản diễn giải về địa điểm, cơ sở vật chất kỹ thuật, trang thiết bị kỹ thuật chuyên môn. Theo Khoản 1 Điều 5 của Luật Khám bệnh, chữa bệnh số 15/2023/QH15","Remember","2025-06-28T08:24:46.501653Z",1071,9.311,"Hồ sơ đề nghị cấp chứng chỉ hành nghề đối với người Việt Nam gồm những gì?","2025-06-28T08:24:46.501688Z"
119,"1","Phiếu tiếp nhận Bản công bố dược liệu sản xuất theo GACP-WHO có hiệu lực đến hết thời hạn của Phiếu tiếp nhận Bản công bố dược liệu sản xuất theo GACP-WHO. Theo Điều 17 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:24:51.383967Z",1072,4.534,"Phiếu tiếp nhận Bản công bố dược liệu sản xuất theo GACP-WHO có hiệu lực đến hết thời hạn nào?","2025-06-28T08:24:51.384005Z"
120,"1","GSP là chữ viết tắt của cụm từ tiếng Anh Good Storage Practices, được dịch sang tiếng Việt là Thực hành tốt bảo quản thuốc, nguyên liệu làm thuốc. Theo Điều 5 của Thông tư số 03/2016/TT-BYT.","Understand","2025-06-28T08:25:02.257795Z",1073,10.443,"Giải thích về GSP trong kinh doanh dược liệu?","2025-06-28T08:25:02.257833Z"
121,"1","Sau khi cấp giấy chứng nhận an toàn sinh học cho cơ sở, Bộ Y tế gửi văn bản thông báo cho Ủy ban nhân dân tỉnh và Sở Y tế tỉnh nơi cơ sở xét nghiệm đã được cấp giấy chứng nhận an toàn sinh học đặt trụ sở trong thời gian không quá 30 (ba mươi) ngày kể từ ngày cấp mới, cấp lại giấy chứng nhận an toàn sinh học. Theo Điều 3 của Thông tư số 195/2014/TT-BYT.","Apply","2025-06-28T08:25:12.586812Z",1074,9.909,"Một phòng xét nghiệm được cấp giấy chứng nhận an toàn sinh học theo quy định, sau đó, trong thời gian không quá bao nhiêu ngày, Bộ Y tế gửi văn bản thông báo cho Ủy ban nhân dân tỉnh và Sở Y tế tỉnh nơi cơ sở xét nghiệm đã được cấp giấy chứng nhận an toàn sinh học?","2025-06-28T08:25:12.586839Z"
122,"1","Thủ tục cấp, gia hạn, thay đổi, bổ sung giấy đăng ký lưu hành thuốc gia công, thuốc chuyển giao công nghệ được quy định trong trường hợp thuốc đặt gia công, thuốc trước chuyển giao công nghệ đã có giấy đăng ký lưu hành tại Việt Nam còn hiệu lực tại thời điểm nộp hồ sơ. Theo Điều 17 của Thông tư số 195/2014/TT-BYT.","Understand","2025-06-28T08:25:43.221153Z",1075,30.241,"Thủ tục cấp, gia hạn, thay đổi, bổ sung giấy đăng ký lưu hành thuốc gia công, thuốc chuyển giao công nghệ được quy định như thế nào?","2025-06-28T08:25:43.221191Z"
123,"1","Giảng dạy về y khoa là hoạt động truyền đạt kiến thức, kỹ năng, thái độ trong khám bệnh, chữa bệnh thuộc phạm vi chuyên môn của người hành nghề theo Điều 2 của Thông tư số [...]/TT-BYT.","Remember","2025-06-28T08:25:48.039655Z",1076,4.355,"Giảng dạy về y khoa là hoạt động gì?","2025-06-28T08:25:48.039696Z"
124,"1","Cục Quản lý Dược có trách nhiệm tổng hợp và công bố trên Trang Thông tin điện tử của Cục Quản lý Dược danh sách cơ sở sản xuất trên toàn quốc đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược và/hoặc Giấy chứng nhận GMP. Theo Điều 8 của Thông tư số 47/2010/TT-BYT.","Understand","2025-06-28T08:25:55.758238Z",1077,7.275,"Giải thích trách nhiệm của Cục Quản lý Dược trong việc cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc đối với cơ sở sản xuất thuốc từ dược liệu?","2025-06-28T08:25:55.758274Z"
125,"1","Giấy chứng nhận đạt GSP là Giấy chứng nhận đủ điều kiện kinh doanh dược liệu, phạm vi bảo quản dược liệu, vị thuốc cổ truyền. Theo Khoản 2 của Chunk 3.","Remember","2025-06-28T08:25:59.796149Z",1078,3.607,"Giấy chứng nhận đạt GSP là gì?","2025-06-28T08:25:59.796186Z"
126,"1","Phòng xét nghiệm cần có cơ sở vật chất, trang thiết bị, nhân sự và thực hành an toàn sinh học; phòng xét nghiệm lý - hóa học cần bảo đảm an toàn lý hóa học theo quy định; phòng xét nghiệm được công nhận đạt tiêu chuẩn ISO 17025 đối với một số xét nghiệm bắt buộc về kiểm tra chất lượng nước ăn uống, sinh hoạt, thực phẩm. Theo Điều 4 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:26:11.227651Z",1079,11.023,"Để đảm bảo an toàn sinh học, phòng xét nghiệm cần có những điều kiện gì?","2025-06-28T08:26:11.227691Z"
127,"1","Cơ sở kinh doanh đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược có kho bảo quản dược liệu đạt GSP sẽ được tiếp tục hoạt động bảo quản dược liệu xuất nhập khẩu đến hết 03 năm kể từ ngày công bố trên Trang thông tin điện tử của Cục Quản lý Y, Dược cổ truyền. Theo Điều 4 của Thông tư số 03/2016/TT-BYT.","Remember","2025-06-28T08:26:16.004634Z",1080,4.406,"Cơ sở kinh doanh đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược có kho bảo quản dược liệu đạt GSP sẽ được tiếp tục hoạt động trong bao lâu?","2025-06-28T08:26:16.004671Z"
128,"1","Theo Điều 4 của Thông tư số 18/2015/TT-BYT, thủ tục bổ nhiệm giám định viên pháp y và giám định viên pháp y tâm thần được quy định là Trung ương sẽ xem xét, lựa chọn, hoàn thiện hồ sơ để tổng hợp gửi Bộ Y tế. Vụ Tổ chức cán bộ - Bộ Y tế có trách nhiệm tiếp nhận và kiểm tra tính hợp pháp của hồ sơ.","Remember","2025-06-28T08:26:18.284787Z",1081,1.852,"Thủ tục bổ nhiệm giám định viên pháp y và giám định viên pháp y tâm thần được quy định như thế nào?","2025-06-28T08:26:18.284827Z"
129,"1","Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế được ban hành kèm theo Thông tư này, theo Điều 1 của Thông tư số [Số hiệu].","Remember","2025-06-28T08:27:19.631292Z",1082,60.972,"Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế được ban hành kèm theo văn bản nào?","2025-06-28T08:27:19.631328Z"
130,"1","Đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính gồm các thành viên: a) Đại diện Lãnh đạo Cục phòng, chống HIV/AIDS làm trưởng đoàn; b) Cán bộ phụ trách hoạt động xét nghiệm HIV thuộc Cục Phòng, chống HIV/AIDS; c) Chuyên gia về xét nghiệm HIV có ít nhất 5 năm kinh nghiệm thực hiện xét nghiệm khẳng định HIV dương tính bằng kỹ thuật phù hợp với kỹ thuật cơ sở y tế đề nghị thẩm định; d) Các thành viên khác trong trường hợp cần thiết. Theo Điều 3 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:27:27.015248Z",1083,6.907,"Thành phần của đoàn thẩm định cấp giấy chứng nhận đủ điều kiện xét nghiệm khẳng định các trường hợp HIV dương tính gồm những ai?","2025-06-28T08:27:27.015287Z"
131,"1","Gửi công văn đề nghị nhập khẩu và thực hiện theo quy định của Bộ Y tế (Cục Y tế dự phòng Việt Nam). Theo Điều 2.2.3 của Thông tư số ...","Remember","2025-06-28T08:27:37.402520Z",1084,9.929,"Thủ tục nhập khẩu vắc xin, sinh phẩm y tế để nghiên cứu, sử dụng cho các chương trình, dự án?","2025-06-28T08:27:37.402587Z"
132,"1","Thực hiện thủ tục đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược. Thủ tục số 01 tại Quyết định số 5229/QĐ-BYT ngày 29/8/2018","Apply","2025-06-28T08:27:47.609367Z",1085,9.763,"Tôi muốn mở nhà thuốc tư nhân tôi cần thực hiện những thủ tục nào?","2025-06-28T08:27:47.609402Z"
133,"1","Doanh nghiệp thông báo lên hệ thống Keypay yêu cầu kiểm tra: - Nếu giao dịch thành công, dịch vụ chưa thực hiện: Doanh nghiệp liên hệ với bộ phận công nghệ thông tin hỗ trợ hoặc kế toán để kiểm tra. - Nếu Giao dịch không thành công: Doanh nghiệp liên hệ Ngân hàng để thông báo hoàn trả lại tiền đã bị trừ.","Apply","2025-06-28T08:28:13.775959Z",1086,25.706,"Khi doanh nghiệp nộp phí bằng hình thức Keypay nhưng chưa được xác nhận mà ngân hàng vẫn trừ phí?","2025-06-28T08:28:13.775999Z"
134,"1","Các bước được thực hiện trong quy trình kỹ thuật thụ tinh trong ống nghiệm gồm: nuôi cấy trong tủ cấy CO2; kiểm tra sự thụ tinh của noãn; nuôi cấy phôi và theo dõi; chuyển phôi; tiếp tục hỗ trợ pha hoàng thể nếu chuyển phôi tươi; thử thai bằng định lượng bhCG huyết thanh; siêu âm đường âm đạo để xác nhận sự phát triển của thai và vị trí thai.","Remember","2025-06-28T08:28:23.766843Z",1087,9.487,"Các bước nào được thực hiện trong quy trình kỹ thuật thụ tinh trong ống nghiệm?","2025-06-28T08:28:23.766911Z"
135,"1","Theo Quyết định số 1509/QĐ-BYT ngày 07 tháng 5 năm 2012 của Bộ trưởng Bộ Y tế ban hành Danh mục trang thiết bị y tế thiết yếu của Bệnh viện y học cổ truyền tuyến tỉnh phù hợp với quy mô và hoạt động của Khoa.","Remember","2025-06-28T08:29:12.541583Z",1088,48.326,"Trang thiết bị y tế phục vụ cho công tác khám bệnh, chữa bệnh của Khoa Y, dược cổ truyền được thực hiện theo quy định nào?","2025-06-28T08:29:12.541609Z"
136,"1","Bộ Y tế chủ trì, phối hợp với các cơ quan liên quan sửa đổi, bổ sung danh mục dịch vụ kỹ thuật y tế, trong khi Bảo hiểm xã hội Việt Nam tổ chức thực hiện, thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế theo quy định của pháp luật về bảo hiểm y tế và Thông tư số 35/2016/TT-BYT.","Understand","2025-06-28T08:29:27.670277Z",1089,14.728,"So sánh vai trò của Bộ Y tế và Bảo hiểm xã hội Việt Nam trong tổ chức thực hiện và thanh toán chi phí khám bệnh, chữa bệnh bảo hiểm y tế?","2025-06-28T08:29:27.670313Z"
137,"1","Theo quy định tại Điều 15 Nghị định số 79/2006/NĐ-CP ngày 09/08/2006 của Chính phủ.","Understand","2025-06-28T08:29:33.321610Z",1090,8.872,"Để được cấp Giấy chứng nhận đủ điều kiện kinh doanh thuốc có phạm vi kinh doanh dược liệu, người quản lý chuyên môn của cơ sở phải có chứng chỉ hành nghề dược theo quy định nào?","2025-06-28T08:29:53.214542Z"
138,"1","Thông tư này quy định về tiêu chuẩn sức khỏe của người được thực hiện kỹ thuật thụ tinh trong ống nghiệm, mang thai và sinh con. Theo Điều 1 của Thông tư số 10/2015/NĐ-CP.","Understand","2025-06-28T08:29:42.023741Z",1091,13.968,"Thông tư nào quy định về tiêu chuẩn sức khỏe của người được thực hiện kỹ thuật thụ tinh trong ống nghiệm, mang thai và sinh con?","2025-06-28T08:29:59.614774Z"
139,"1","Cục Quản lý Dược có trách nhiệm chủ trì, phối hợp với các đơn vị liên quan tổ chức phổ biến Thông tư về dược lâm sàng. Theo Điều 18 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:30:09.401047Z",1092,4.632,"Cục Quản lý Dược có trách nhiệm gì trong việc tổ chức phổ biến Thông tư về dược lâm sàng?","2025-06-28T08:30:09.401074Z"
140,"1","Vụ Pháp chế có trách nhiệm cho ý kiến góp ý đối với quy định về thủ tục hành chính trong dự thảo văn bản quy phạm pháp luật thuộc thẩm quyền ban hành của Bộ trưởng Bộ Y tế trong thời gian 10 ngày làm việc. Theo Điều 2 của Nghị định số 63/2010/NĐ-CP.","Remember","2025-06-28T08:30:22.726396Z",1093,12.975,"Nêu vai trò của Vụ Pháp chế trong việc góp ý đối với quy định về thủ tục hành chính trong dự thảo văn bản quy phạm pháp luật thuộc thẩm quyền ban hành của Bộ trưởng Bộ Y tế?","2025-06-28T08:30:22.726425Z"
141,"1","2 năm một lần vào dịp kỷ niệm ngày Thầy thuốc Việt Nam 27/02.","Remember","2025-06-28T08:30:27.377482Z",1094,4.296,"Thời gian xét tặng và công bố Danh hiệu Thầy thuốc Nhân dân và Thầy thuốc Ưu tú là bao nhiêu năm?","2025-06-28T08:30:27.377522Z"
142,"1","Các tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm mỹ phẩm ra thị trường chỉ được phép đưa mỹ phẩm ra lưu thông khi đã được cơ quan quản lý nhà nước có thẩm quyền cấp số tiếp nhận Phiếu công bố sản phẩm mỹ phẩm và phải hoàn toàn chịu trách nhiệm về tính an toàn, hiệu quả và chất lượng sản phẩm. Theo Điều 3 của Thông tư số 06/2011/TT-BYT.","Understand","2025-06-28T08:30:41.050651Z",1095,13.265,"Tóm tắt quy định về việc công bố sản phẩm mỹ phẩm?","2025-06-28T08:30:41.050688Z"
143,"1","Cơ sở đó có thể tiếp tục hoạt động bảo quản dược liệu xuất nhập khẩu đến hết 03 (ba) năm kể từ ngày công bố trên Trang thông tin điện tử, theo quy định tại Thông tư số 03/2016/TT-BYT ngày 21 tháng 01 năm 2016 của Bộ trưởng Bộ Y tế.","Apply","2025-06-28T08:30:46.172303Z",1096,4.695,"Một cơ sở kinh doanh dược liệu đã được cấp Giấy chứng nhận đủ điều kiện kinh doanh dược có kho bảo quản dược liệu đạt GSP, và đã được Cục Quản lý Y, Dược cổ truyền kiểm tra và công bố trên Trang thông tin điện tử của Cục Quản lý Y, Dược cổ truyền. Cơ sở đó có thể tiếp tục hoạt động bảo quản dược liệu xuất nhập khẩu trong bao nhiêu năm kể từ ngày công bố trên Trang thông tin điện tử?","2025-06-28T08:30:46.172330Z"
144,"1","Theo Điều 4 của Thông tư số 18/2015/TT-BYT, Hội đồng giám định y khoa phúc quyết lần cuối có tối thiểu 05 thành viên, bao gồm các chức danh: Chủ tịch, Phó Chủ tịch, Ủy viên thường trực và Ủy viên chuyên môn. Theo Phần I của Quy trình giám định pháp y tâm thần, các thành viên Hội đồng giám định y khoa, giám định viên đã tham gia giám định y khoa cho đối tượng thì không tham gia Hội đồng giám định y khoa phúc quyết lần cuối.","Remember","2025-06-28T08:31:05.207554Z",1097,18.619,"Hội đồng giám định y khoa phúc quyết lần cuối có bao nhiêu thành viên và có trách nhiệm gì?","2025-06-28T08:31:05.207588Z"
145,"1","Trong thời hạn 10 ngày làm việc, kể từ ngày nhận được hồ sơ, cơ quan tiếp nhận hồ sơ phải có văn bản thông báo cho cơ sở để bổ sung, hoàn chỉnh hồ sơ theo Điều 26 của Thông tư số 195/2014/TT-BYT.","Apply","2025-06-28T08:31:15.420282Z",1098,9.704,"Trường hợp hồ sơ xin phép nhập khẩu dược liệu chưa hợp lệ, cơ quan tiếp nhận hồ sơ phải có văn bản thông báo cho cơ sở để bổ sung, hoàn chỉnh hồ sơ trong thời hạn bao nhiêu ngày làm việc?","2025-06-28T08:31:15.420319Z"
146,"1","Cục Quản lý môi trường y tế có thẩm quyền cấp giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế, theo điểm d khoản 1 Điều [Số điều] của [Loại văn bản] số [Số hiệu].","Remember","2025-06-28T08:31:28.624293Z",1099,12.772,"Cục Quản lý môi trường y tế có thẩm quyền cấp giấy xác nhận nội dung quảng cáo hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong lĩnh vực gia dụng và y tế không?","2025-06-28T08:31:28.624318Z"
147,"1","Công tác thống kê và tổng hợp, báo cáo trong lĩnh vực Hợp tác quốc tế bao gồm công tác thống kê và tổng hợp, báo cáo. Theo Chunk 2.","Remember","2025-06-28T08:31:35.978561Z",1100,6.874,"Công tác thống kê và tổng hợp, báo cáo trong lĩnh vực Hợp tác quốc tế bao gồm những nội dung nào?","2025-06-28T08:31:35.978604Z"
148,"1","Người đứng đầu cơ quan chuyên môn về y tế thuộc Ủy ban nhân dân cấp tỉnh có thẩm quyền cấp, cấp lại, thu hồi giấy chứng nhận người có bài thuốc gia truyền, giấy chứng nhận người có phương pháp chữa bệnh gia truyền theo Điều 20 của Thông tư số 195/2014/TT-BYT.","Remember","2025-06-28T08:31:41.808326Z",1101,5.376,"Người đứng đầu cơ quan chuyên môn về y tế thuộc Ủy ban nhân dân cấp tỉnh có thẩm quyền gì trong việc cấp, cấp lại, thu hồi giấy chứng nhận người có bài thuốc gia truyền, giấy chứng nhận người có phương pháp chữa bệnh gia truyền?","2025-06-28T08:31:41.808363Z"
149,"1","Các mặt hàng trang thiết bị y tế được phép kinh doanh phải đạt các yêu cầu sau: đối tượng trang thiết bị y tế sản xuất trong nước phải đạt tiêu chuẩn chất lượng, qua thử nghiệm lâm sàng và có xác nhận kết quả hợp pháp; đối với mặt hàng trang thiết bị y tế sản xuất ở nước ngoài phải đáp ứng đúng đường lối y tế của Nhà nước Việt Nam, được phép lưu hành tại nước sản xuất và có chứng nhận tiêu chuẩn chất lượng hợp pháp của nước sản xuất. Theo Điều 5.","Remember","2025-06-28T08:31:46.617195Z",1102,4.384,"Các mặt hàng trang thiết bị y tế được phép kinh doanh phải đạt các yêu cầu nào?","2025-06-28T08:31:46.617222Z"
150,"1","Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế theo mã số HS trong Biểu thuế xuất khẩu, thuế nhập khẩu thuộc diện quản lý chuyên ngành của Bộ Y tế được ban hành kèm theo Thông tư này. Theo Điều 1 của Thông tư số [Số hiệu]/[Năm]/TT-BYT.","Remember","2025-06-28T08:31:50.950907Z",1103,3.941,"Danh Mục hóa chất, chế phẩm diệt côn trùng, diệt khuẩn dùng trong gia dụng và y tế theo mã số HS trong Biểu thuế xuất khẩu, thuế nhập khẩu thuộc diện quản lý chuyên ngành của Bộ Y tế là gì?","2025-06-28T08:31:50.950946Z"
